,image,steering,is_flipped,random_shift,is_shift
4796,IMG/center_2016_12_01_13_37_58_910.jpg,0.1765823,False,0,False
4797, IMG/left_2016_12_01_13_37_59_011.jpg,0.4065823,False,0,False
4800, IMG/left_2016_12_01_13_37_59_113.jpg,0.4065823,False,0,False
4801, IMG/right_2016_12_01_13_37_59_113.jpg,-0.05341770000000001,False,0,False
4802,IMG/center_2016_12_01_13_37_59_113.jpg,0.1765823,False,0,False
4803, IMG/left_2016_12_01_13_37_59_214.jpg,0.4065823,False,0,False
4804, IMG/right_2016_12_01_13_37_59_214.jpg,-0.05341770000000001,False,0,False
4806, IMG/left_2016_12_01_13_37_59_316.jpg,0.4065823,False,0,False
4808,IMG/center_2016_12_01_13_37_59_316.jpg,0.1765823,False,0,False
4809, IMG/left_2016_12_01_13_37_59_418.jpg,0.4065823,False,0,False
4810, IMG/right_2016_12_01_13_37_59_418.jpg,-0.05341770000000001,False,0,False
4812, IMG/left_2016_12_01_13_37_59_521.jpg,0.4065823,False,0,False
4815, IMG/left_2016_12_01_13_37_59_635.jpg,0.4065823,False,0,False
4818, IMG/left_2016_12_01_13_37_59_737.jpg,0.4065823,False,0,False
4821, IMG/left_2016_12_01_13_37_59_837.jpg,0.4065823,False,0,False
4823,IMG/center_2016_12_01_13_37_59_837.jpg,0.1765823,False,0,False
4824, IMG/left_2016_12_01_13_37_59_940.jpg,0.4065823,False,0,False
4825, IMG/right_2016_12_01_13_37_59_940.jpg,-0.05341770000000001,False,0,False
4827, IMG/left_2016_12_01_13_38_00_043.jpg,0.4065823,False,0,False
4829,IMG/center_2016_12_01_13_38_00_043.jpg,0.1765823,False,0,False
4830, IMG/left_2016_12_01_13_38_00_144.jpg,0.4065823,False,0,False
4833, IMG/left_2016_12_01_13_38_00_247.jpg,0.4065823,False,0,False
4834, IMG/right_2016_12_01_13_38_00_247.jpg,-0.05341770000000001,False,0,False
4836, IMG/left_2016_12_01_13_38_00_350.jpg,0.4065823,False,0,False
4837, IMG/right_2016_12_01_13_38_00_350.jpg,-0.05341770000000001,False,0,False
4838,IMG/center_2016_12_01_13_38_00_350.jpg,0.1765823,False,0,False
4839, IMG/left_2016_12_01_13_38_00_451.jpg,0.4065823,False,0,False
4845, IMG/left_2016_12_01_13_38_00_653.jpg,0.38744520000000005,False,0,False
4846, IMG/right_2016_12_01_13_38_00_653.jpg,-0.07255479999999997,False,0,False
4848, IMG/left_2016_12_01_13_38_00_756.jpg,0.23,False,0,False
4852, IMG/right_2016_12_01_13_38_01_263.jpg,-0.23,False,0,False
4857, IMG/left_2016_12_01_13_38_02_180.jpg,0.25348577,False,0,False
4859,IMG/center_2016_12_01_13_38_02_180.jpg,0.02348577,False,0,False
4860, IMG/left_2016_12_01_13_38_02_283.jpg,0.25348577,False,0,False
4866, IMG/left_2016_12_01_13_38_02_486.jpg,0.3970138,False,0,False
4867, IMG/right_2016_12_01_13_38_02_486.jpg,-0.06298620000000002,False,0,False
4869, IMG/left_2016_12_01_13_38_02_586.jpg,0.3970138,False,0,False
4872, IMG/left_2016_12_01_13_38_02_688.jpg,0.3970138,False,0,False
4875, IMG/left_2016_12_01_13_38_02_790.jpg,0.38744520000000005,False,0,False
4877,IMG/center_2016_12_01_13_38_02_790.jpg,0.15744520000000004,False,0,False
4878, IMG/left_2016_12_01_13_38_03_704.jpg,0.23,False,0,False
4884, IMG/left_2016_12_01_13_38_04_413.jpg,0.20822024,False,0,False
4885, IMG/right_2016_12_01_13_38_04_413.jpg,-0.25177976,False,0,False
4886,IMG/center_2016_12_01_13_38_04_413.jpg,-0.02177976,False,0,False
4887, IMG/left_2016_12_01_13_38_04_515.jpg,0.18923153,False,0,False
4888, IMG/right_2016_12_01_13_38_04_515.jpg,-0.27076847000000004,False,0,False
4891, IMG/right_2016_12_01_13_38_04_615.jpg,-0.27076847000000004,False,0,False
4893, IMG/left_2016_12_01_13_38_04_718.jpg,0.18923153,False,0,False
4894, IMG/right_2016_12_01_13_38_04_718.jpg,-0.27076847000000004,False,0,False
4896, IMG/left_2016_12_01_13_38_04_819.jpg,0.18923153,False,0,False
4897, IMG/right_2016_12_01_13_38_04_819.jpg,-0.27076847000000004,False,0,False
4898,IMG/center_2016_12_01_13_38_04_819.jpg,-0.04076847,False,0,False
4899, IMG/left_2016_12_01_13_38_04_920.jpg,0.20822024,False,0,False
4900, IMG/right_2016_12_01_13_38_04_920.jpg,-0.25177976,False,0,False
4904,IMG/center_2016_12_01_13_38_05_020.jpg,-0.002791043,False,0,False
4905, IMG/left_2016_12_01_13_38_06_032.jpg,0.2177146,False,0,False
4906, IMG/right_2016_12_01_13_38_06_032.jpg,-0.2422854,False,0,False
4907,IMG/center_2016_12_01_13_38_06_032.jpg,-0.0122854,False,0,False
4909, IMG/right_2016_12_01_13_38_06_133.jpg,-0.32773462,False,0,False
4912, IMG/right_2016_12_01_13_38_06_234.jpg,-0.337229,False,0,False
4913,IMG/center_2016_12_01_13_38_06_234.jpg,-0.10722899999999999,False,0,False
4915, IMG/right_2016_12_01_13_38_06_334.jpg,-0.3752064,False,0,False
4916,IMG/center_2016_12_01_13_38_06_334.jpg,-0.14520639999999999,False,0,False
4917, IMG/left_2016_12_01_13_38_06_436.jpg,-0.010149999999999992,False,0,False
4918, IMG/right_2016_12_01_13_38_06_436.jpg,-0.47015,False,0,False
4919,IMG/center_2016_12_01_13_38_06_436.jpg,-0.24015,False,0,False
4921, IMG/right_2016_12_01_13_38_06_538.jpg,-0.47015,False,0,False
4924, IMG/right_2016_12_01_13_38_06_640.jpg,-0.47015,False,0,False
4925,IMG/center_2016_12_01_13_38_06_640.jpg,-0.24015,False,0,False
4927, IMG/right_2016_12_01_13_38_06_742.jpg,-0.3752064,False,0,False
4930, IMG/right_2016_12_01_13_38_07_350.jpg,-0.23,False,0,False
4933, IMG/right_2016_12_01_13_38_07_656.jpg,-0.23,False,0,False
4935, IMG/left_2016_12_01_13_38_07_961.jpg,0.1512541,False,0,False
4937,IMG/center_2016_12_01_13_38_07_961.jpg,-0.0787459,False,0,False
4938, IMG/left_2016_12_01_13_38_08_061.jpg,0.05631050000000001,False,0,False
4939, IMG/right_2016_12_01_13_38_08_061.jpg,-0.40368950000000003,False,0,False
4940,IMG/center_2016_12_01_13_38_08_061.jpg,-0.1736895,False,0,False
4942, IMG/right_2016_12_01_13_38_08_163.jpg,-0.4131838,False,0,False
4944, IMG/left_2016_12_01_13_38_08_263.jpg,0.01833310000000002,False,0,False
4945, IMG/right_2016_12_01_13_38_08_263.jpg,-0.4416669,False,0,False
4948, IMG/right_2016_12_01_13_38_08_364.jpg,-0.4416669,False,0,False
4949,IMG/center_2016_12_01_13_38_08_364.jpg,-0.2116669,False,0,False
4951, IMG/right_2016_12_01_13_38_08_465.jpg,-0.5081274,False,0,False
4952,IMG/center_2016_12_01_13_38_08_465.jpg,-0.2781274,False,0,False
4954, IMG/right_2016_12_01_13_38_08_567.jpg,-0.5271161,False,0,False
4956, IMG/left_2016_12_01_13_38_08_669.jpg,-0.06711609999999993,False,0,False
4957, IMG/right_2016_12_01_13_38_08_669.jpg,-0.5271161,False,0,False
4959, IMG/left_2016_12_01_13_38_08_771.jpg,-0.06711609999999993,False,0,False
4960, IMG/right_2016_12_01_13_38_08_771.jpg,-0.5271161,False,0,False
4962, IMG/left_2016_12_01_13_38_08_873.jpg,-0.06711609999999993,False,0,False
4963, IMG/right_2016_12_01_13_38_08_873.jpg,-0.5271161,False,0,False
4966, IMG/right_2016_12_01_13_38_08_973.jpg,-0.5271161,False,0,False
4969, IMG/right_2016_12_01_13_38_09_075.jpg,-0.5271161,False,0,False
4970,IMG/center_2016_12_01_13_38_09_075.jpg,-0.29711609999999994,False,0,False
4972, IMG/right_2016_12_01_13_38_09_176.jpg,-0.7264977,False,0,False
4973,IMG/center_2016_12_01_13_38_09_176.jpg,-0.4964977,False,0,False
4974, IMG/left_2016_12_01_13_38_09_278.jpg,-0.275992,False,0,False
4975, IMG/right_2016_12_01_13_38_09_278.jpg,-0.735992,False,0,False
4976,IMG/center_2016_12_01_13_38_09_278.jpg,-0.505992,False,0,False
4977, IMG/left_2016_12_01_13_38_09_379.jpg,-0.37093560000000003,False,0,False
4978, IMG/right_2016_12_01_13_38_09_379.jpg,-0.8309356,False,0,False
4979,IMG/center_2016_12_01_13_38_09_379.jpg,-0.6009356,False,0,False
4980, IMG/left_2016_12_01_13_38_09_480.jpg,-0.37093560000000003,False,0,False
4981, IMG/right_2016_12_01_13_38_09_480.jpg,-0.8309356,False,0,False
4982,IMG/center_2016_12_01_13_38_09_480.jpg,-0.6009356,False,0,False
4984, IMG/right_2016_12_01_13_38_09_582.jpg,-0.5176218,False,0,False
4986, IMG/left_2016_12_01_13_38_09_683.jpg,0.1512541,False,0,False
4987, IMG/right_2016_12_01_13_38_09_683.jpg,-0.3087459,False,0,False
4988,IMG/center_2016_12_01_13_38_09_683.jpg,-0.0787459,False,0,False
4989, IMG/left_2016_12_01_13_38_09_785.jpg,0.1512541,False,0,False
4990, IMG/right_2016_12_01_13_38_09_785.jpg,-0.3087459,False,0,False
4992, IMG/left_2016_12_01_13_38_09_886.jpg,0.12277100000000002,False,0,False
4993, IMG/right_2016_12_01_13_38_09_886.jpg,-0.337229,False,0,False
4994,IMG/center_2016_12_01_13_38_09_886.jpg,-0.10722899999999999,False,0,False
4995, IMG/left_2016_12_01_13_38_09_989.jpg,0.09428800000000001,False,0,False
4996, IMG/right_2016_12_01_13_38_09_989.jpg,-0.36571200000000004,False,0,False
4998, IMG/left_2016_12_01_13_38_10_090.jpg,0.07529920000000004,False,0,False
5002, IMG/right_2016_12_01_13_38_10_190.jpg,-0.38470079999999995,False,0,False
5005, IMG/right_2016_12_01_13_38_10_291.jpg,-0.3752064,False,0,False
5006,IMG/center_2016_12_01_13_38_10_291.jpg,-0.14520639999999999,False,0,False
5007, IMG/left_2016_12_01_13_38_10_391.jpg,0.1512541,False,0,False
5008, IMG/right_2016_12_01_13_38_10_391.jpg,-0.3087459,False,0,False
5010, IMG/left_2016_12_01_13_38_11_206.jpg,0.23,False,0,False
5013, IMG/left_2016_12_01_13_38_13_437.jpg,0.20822024,False,0,False
5014, IMG/right_2016_12_01_13_38_13_437.jpg,-0.25177976,False,0,False
5017, IMG/right_2016_12_01_13_38_13_540.jpg,-0.28975719,False,0,False
5020, IMG/right_2016_12_01_13_38_13_643.jpg,-0.3087459,False,0,False
5021,IMG/center_2016_12_01_13_38_13_643.jpg,-0.0787459,False,0,False
5025, IMG/left_2016_12_01_13_38_13_846.jpg,0.1512541,False,0,False
5026, IMG/right_2016_12_01_13_38_13_846.jpg,-0.3087459,False,0,False
5028, IMG/left_2016_12_01_13_38_13_946.jpg,0.17024281000000002,False,0,False
5030,IMG/center_2016_12_01_13_38_13_946.jpg,-0.05975719,False,0,False
5031, IMG/left_2016_12_01_13_38_14_661.jpg,0.28219137,False,0,False
5032, IMG/right_2016_12_01_13_38_14_661.jpg,-0.17780863000000002,False,0,False
5034, IMG/left_2016_12_01_13_38_14_761.jpg,0.3491711,False,0,False
5035, IMG/right_2016_12_01_13_38_14_761.jpg,-0.11082890000000001,False,0,False
5037, IMG/left_2016_12_01_13_38_14_863.jpg,0.3970138,False,0,False
5040, IMG/left_2016_12_01_13_38_14_964.jpg,0.3970138,False,0,False
5041, IMG/right_2016_12_01_13_38_14_964.jpg,-0.06298620000000002,False,0,False
5043, IMG/left_2016_12_01_13_38_15_065.jpg,0.38744520000000005,False,0,False
5046, IMG/left_2016_12_01_13_38_15_167.jpg,0.35873960000000005,False,0,False
5047, IMG/right_2016_12_01_13_38_15_167.jpg,-0.1012604,False,0,False
5048,IMG/center_2016_12_01_13_38_15_167.jpg,0.1287396,False,0,False
5051,IMG/center_2016_12_01_13_38_15_269.jpg,0.05219137,False,0,False
5052, IMG/left_2016_12_01_13_38_16_177.jpg,0.23,False,0,False
5054,IMG/center_2016_12_01_13_38_16_177.jpg,0.0,False,0,False
5055, IMG/left_2016_12_01_13_38_16_480.jpg,0.3204655,False,0,False
5056, IMG/right_2016_12_01_13_38_16_480.jpg,-0.1395345,False,0,False
5057,IMG/center_2016_12_01_13_38_16_480.jpg,0.09046549999999999,False,0,False
5058, IMG/left_2016_12_01_13_38_16_582.jpg,0.454425,False,0,False
5059, IMG/right_2016_12_01_13_38_16_582.jpg,-0.005574999999999997,False,0,False
5061, IMG/left_2016_12_01_13_38_16_683.jpg,0.5979529,False,0,False
5062, IMG/right_2016_12_01_13_38_16_683.jpg,0.13795290000000002,False,0,False
5063,IMG/center_2016_12_01_13_38_16_683.jpg,0.3679529,False,0,False
5064, IMG/left_2016_12_01_13_38_16_783.jpg,0.5979529,False,0,False
5066,IMG/center_2016_12_01_13_38_16_783.jpg,0.3679529,False,0,False
5067, IMG/left_2016_12_01_13_38_16_884.jpg,0.5405417,False,0,False
5068, IMG/right_2016_12_01_13_38_16_884.jpg,0.08054169999999997,False,0,False
5070, IMG/left_2016_12_01_13_38_16_986.jpg,0.4448564,False,0,False
5072,IMG/center_2016_12_01_13_38_16_986.jpg,0.21485639999999998,False,0,False
5074, IMG/right_2016_12_01_13_38_17_188.jpg,-0.23,False,0,False
5076, IMG/left_2016_12_01_13_38_18_105.jpg,0.3204655,False,0,False
5077, IMG/right_2016_12_01_13_38_18_105.jpg,-0.1395345,False,0,False
5078,IMG/center_2016_12_01_13_38_18_105.jpg,0.09046549999999999,False,0,False
5079, IMG/left_2016_12_01_13_38_18_206.jpg,0.35873960000000005,False,0,False
5080, IMG/right_2016_12_01_13_38_18_206.jpg,-0.1012604,False,0,False
5082, IMG/left_2016_12_01_13_38_18_306.jpg,0.3970138,False,0,False
5085, IMG/left_2016_12_01_13_38_18_406.jpg,0.6649326,False,0,False
5086, IMG/right_2016_12_01_13_38_18_406.jpg,0.2049326,False,0,False
5087,IMG/center_2016_12_01_13_38_18_406.jpg,0.4349326,False,0,False
5088, IMG/left_2016_12_01_13_38_18_508.jpg,0.7414809,False,0,False
5089, IMG/right_2016_12_01_13_38_18_508.jpg,0.28148090000000003,False,0,False
5090,IMG/center_2016_12_01_13_38_18_508.jpg,0.5114809,False,0,False
5091, IMG/left_2016_12_01_13_38_18_610.jpg,0.8180291999999999,False,0,False
5092, IMG/right_2016_12_01_13_38_18_610.jpg,0.35802919999999994,False,0,False
5093,IMG/center_2016_12_01_13_38_18_610.jpg,0.5880291999999999,False,0,False
5094, IMG/left_2016_12_01_13_38_18_712.jpg,0.8180291999999999,False,0,False
5095, IMG/right_2016_12_01_13_38_18_712.jpg,0.35802919999999994,False,0,False
5096,IMG/center_2016_12_01_13_38_18_712.jpg,0.5880291999999999,False,0,False
5097, IMG/left_2016_12_01_13_38_18_814.jpg,0.4161508,False,0,False
5099,IMG/center_2016_12_01_13_38_18_814.jpg,0.18615079999999998,False,0,False
5100, IMG/left_2016_12_01_13_38_18_915.jpg,0.4161508,False,0,False
5102,IMG/center_2016_12_01_13_38_18_915.jpg,0.18615079999999998,False,0,False
5103, IMG/left_2016_12_01_13_38_19_015.jpg,0.5883844,False,0,False
5104, IMG/right_2016_12_01_13_38_19_015.jpg,0.12838439999999998,False,0,False
5105,IMG/center_2016_12_01_13_38_19_015.jpg,0.3583844,False,0,False
5106, IMG/left_2016_12_01_13_38_19_117.jpg,0.5788158,False,0,False
5108,IMG/center_2016_12_01_13_38_19_117.jpg,0.3488158,False,0,False
5109, IMG/left_2016_12_01_13_38_19_219.jpg,0.5883844,False,0,False
5110, IMG/right_2016_12_01_13_38_19_219.jpg,0.12838439999999998,False,0,False
5111,IMG/center_2016_12_01_13_38_19_219.jpg,0.3583844,False,0,False
5112, IMG/left_2016_12_01_13_38_19_321.jpg,0.5883844,False,0,False
5113, IMG/right_2016_12_01_13_38_19_321.jpg,0.12838439999999998,False,0,False
5115, IMG/left_2016_12_01_13_38_19_423.jpg,0.3778767,False,0,False
5117,IMG/center_2016_12_01_13_38_19_423.jpg,0.1478767,False,0,False
5118, IMG/left_2016_12_01_13_38_20_332.jpg,0.330034,False,0,False
5121, IMG/left_2016_12_01_13_38_20_435.jpg,0.4065823,False,0,False
5124, IMG/left_2016_12_01_13_38_20_535.jpg,0.4639935,False,0,False
5126,IMG/center_2016_12_01_13_38_20_535.jpg,0.2339935,False,0,False
5127, IMG/left_2016_12_01_13_38_20_636.jpg,0.49269910000000006,False,0,False
5128, IMG/right_2016_12_01_13_38_20_636.jpg,0.03269910000000001,False,0,False
5129,IMG/center_2016_12_01_13_38_20_636.jpg,0.2626991,False,0,False
5130, IMG/left_2016_12_01_13_38_20_736.jpg,0.5022676,False,0,False
5133, IMG/left_2016_12_01_13_38_20_838.jpg,0.5309732,False,0,False
5135,IMG/center_2016_12_01_13_38_20_838.jpg,0.3009732,False,0,False
5136, IMG/left_2016_12_01_13_38_20_939.jpg,0.4065823,False,0,False
5137, IMG/right_2016_12_01_13_38_20_939.jpg,-0.05341770000000001,False,0,False
5142, IMG/left_2016_12_01_13_38_21_645.jpg,0.2917599,False,0,False
5145, IMG/left_2016_12_01_13_38_21_746.jpg,0.2917599,False,0,False
5148, IMG/left_2016_12_01_13_38_21_847.jpg,0.2917599,False,0,False
5150,IMG/center_2016_12_01_13_38_21_847.jpg,0.061759900000000006,False,0,False
5154, IMG/left_2016_12_01_13_38_22_050.jpg,0.3970138,False,0,False
5157, IMG/left_2016_12_01_13_38_22_151.jpg,0.3970138,False,0,False
5158, IMG/right_2016_12_01_13_38_22_151.jpg,-0.06298620000000002,False,0,False
5159,IMG/center_2016_12_01_13_38_22_151.jpg,0.1670138,False,0,False
5160, IMG/left_2016_12_01_13_38_22_253.jpg,0.3970138,False,0,False
5161, IMG/right_2016_12_01_13_38_22_253.jpg,-0.06298620000000002,False,0,False
5163, IMG/left_2016_12_01_13_38_22_353.jpg,0.3970138,False,0,False
5166, IMG/left_2016_12_01_13_38_22_454.jpg,0.38744520000000005,False,0,False
5168,IMG/center_2016_12_01_13_38_22_454.jpg,0.15744520000000004,False,0,False
5171,IMG/center_2016_12_01_13_38_23_669.jpg,-0.05026283,False,0,False
5172, IMG/left_2016_12_01_13_38_23_771.jpg,0.1512541,False,0,False
5173, IMG/right_2016_12_01_13_38_23_771.jpg,-0.3087459,False,0,False
5175, IMG/left_2016_12_01_13_38_23_872.jpg,0.10378230000000002,False,0,False
5176, IMG/right_2016_12_01_13_38_23_872.jpg,-0.35621769999999997,False,0,False
5179, IMG/right_2016_12_01_13_38_23_973.jpg,-0.36571200000000004,False,0,False
5181, IMG/left_2016_12_01_13_38_24_074.jpg,0.14175974000000002,False,0,False
5182, IMG/right_2016_12_01_13_38_24_074.jpg,-0.31824026,False,0,False
5184, IMG/left_2016_12_01_13_38_24_680.jpg,0.38744520000000005,False,0,False
5186,IMG/center_2016_12_01_13_38_24_680.jpg,0.15744520000000004,False,0,False
5187, IMG/left_2016_12_01_13_38_24_781.jpg,0.3970138,False,0,False
5190, IMG/left_2016_12_01_13_38_24_883.jpg,0.38744520000000005,False,0,False
5192,IMG/center_2016_12_01_13_38_24_883.jpg,0.15744520000000004,False,0,False
5193, IMG/left_2016_12_01_13_38_24_984.jpg,0.36830820000000003,False,0,False
5194, IMG/right_2016_12_01_13_38_24_984.jpg,-0.09169179999999999,False,0,False
5196, IMG/left_2016_12_01_13_38_25_388.jpg,0.20822024,False,0,False
5197, IMG/right_2016_12_01_13_38_25_388.jpg,-0.25177976,False,0,False
5198,IMG/center_2016_12_01_13_38_25_388.jpg,-0.02177976,False,0,False
5199, IMG/left_2016_12_01_13_38_25_489.jpg,0.20822024,False,0,False
5200, IMG/right_2016_12_01_13_38_25_489.jpg,-0.25177976,False,0,False
5201,IMG/center_2016_12_01_13_38_25_489.jpg,-0.02177976,False,0,False
5205, IMG/left_2016_12_01_13_38_25_691.jpg,0.20822024,False,0,False
5206, IMG/right_2016_12_01_13_38_25_691.jpg,-0.25177976,False,0,False
5207,IMG/center_2016_12_01_13_38_25_691.jpg,-0.02177976,False,0,False
5209, IMG/right_2016_12_01_13_38_25_792.jpg,-0.28026283,False,0,False
5212, IMG/right_2016_12_01_13_38_25_893.jpg,-0.28026283,False,0,False
5213,IMG/center_2016_12_01_13_38_25_893.jpg,-0.05026283,False,0,False
5214, IMG/left_2016_12_01_13_38_25_994.jpg,0.17973717,False,0,False
5215, IMG/right_2016_12_01_13_38_25_994.jpg,-0.28026283,False,0,False
5216,IMG/center_2016_12_01_13_38_25_994.jpg,-0.05026283,False,0,False
5218, IMG/right_2016_12_01_13_38_26_094.jpg,-0.28026283,False,0,False
5220, IMG/left_2016_12_01_13_38_26_299.jpg,0.7414809,False,0,False
5221, IMG/right_2016_12_01_13_38_26_299.jpg,0.28148090000000003,False,0,False
5222,IMG/center_2016_12_01_13_38_26_299.jpg,0.5114809,False,0,False
5223, IMG/left_2016_12_01_13_38_26_399.jpg,0.4065823,False,0,False
5225,IMG/center_2016_12_01_13_38_26_399.jpg,0.1765823,False,0,False
5226, IMG/left_2016_12_01_13_38_26_602.jpg,0.14175974000000002,False,0,False
5228,IMG/center_2016_12_01_13_38_26_602.jpg,-0.08824026,False,0,False
5229, IMG/left_2016_12_01_13_38_26_704.jpg,-0.541834,False,0,False
5231,IMG/center_2016_12_01_13_38_26_704.jpg,-0.771834,False,0,False
5232, IMG/left_2016_12_01_13_38_26_805.jpg,-0.6937437,False,0,False
5234,IMG/center_2016_12_01_13_38_26_805.jpg,-0.9237437,False,0,False
5235, IMG/left_2016_12_01_13_38_26_906.jpg,-0.5798114000000001,False,0,False
5237,IMG/center_2016_12_01_13_38_26_906.jpg,-0.8098114000000001,False,0,False
5239, IMG/right_2016_12_01_13_38_27_006.jpg,-0.49863309999999994,False,0,False
5240,IMG/center_2016_12_01_13_38_27_006.jpg,-0.26863309999999996,False,0,False
5241, IMG/left_2016_12_01_13_38_27_108.jpg,0.5405417,False,0,False
5242, IMG/right_2016_12_01_13_38_27_108.jpg,0.08054169999999997,False,0,False
5243,IMG/center_2016_12_01_13_38_27_108.jpg,0.3105417,False,0,False
5244, IMG/left_2016_12_01_13_38_27_209.jpg,0.6936382000000001,False,0,False
5245, IMG/right_2016_12_01_13_38_27_209.jpg,0.23363820000000005,False,0,False
5246,IMG/center_2016_12_01_13_38_27_209.jpg,0.46363820000000006,False,0,False
5247, IMG/left_2016_12_01_13_38_27_310.jpg,0.7032068,False,0,False
5248, IMG/right_2016_12_01_13_38_27_310.jpg,0.24320680000000003,False,0,False
5249,IMG/center_2016_12_01_13_38_27_310.jpg,0.47320680000000004,False,0,False
5250, IMG/left_2016_12_01_13_38_27_411.jpg,0.7032068,False,0,False
5251, IMG/right_2016_12_01_13_38_27_411.jpg,0.24320680000000003,False,0,False
5252,IMG/center_2016_12_01_13_38_27_411.jpg,0.47320680000000004,False,0,False
5253, IMG/left_2016_12_01_13_38_27_511.jpg,0.4352879,False,0,False
5262, IMG/left_2016_12_01_13_38_27_813.jpg,0.22720895700000002,False,0,False
5264,IMG/center_2016_12_01_13_38_27_813.jpg,-0.002791043,False,0,False
5269, IMG/right_2016_12_01_13_38_28_016.jpg,-0.232791043,False,0,False
5270,IMG/center_2016_12_01_13_38_28_016.jpg,-0.002791043,False,0,False
5272, IMG/right_2016_12_01_13_38_28_117.jpg,-0.3087459,False,0,False
5275, IMG/right_2016_12_01_13_38_28_218.jpg,-0.735992,False,0,False
5276,IMG/center_2016_12_01_13_38_28_218.jpg,-0.505992,False,0,False
5278, IMG/right_2016_12_01_13_38_28_318.jpg,-0.28975719,False,0,False
5283, IMG/left_2016_12_01_13_38_28_723.jpg,0.5692473,False,0,False
5284, IMG/right_2016_12_01_13_38_28_723.jpg,0.10924729999999996,False,0,False
5285,IMG/center_2016_12_01_13_38_28_723.jpg,0.3392473,False,0,False
5286, IMG/left_2016_12_01_13_38_28_825.jpg,0.5309732,False,0,False
5287, IMG/right_2016_12_01_13_38_28_825.jpg,0.07097319999999999,False,0,False
5289, IMG/left_2016_12_01_13_38_28_927.jpg,0.42571939999999997,False,0,False
5290, IMG/right_2016_12_01_13_38_28_927.jpg,-0.03428060000000002,False,0,False
5291,IMG/center_2016_12_01_13_38_28_927.jpg,0.1957194,False,0,False
5297,IMG/center_2016_12_01_13_38_30_342.jpg,0.0,False,0,False
5298, IMG/left_2016_12_01_13_38_30_646.jpg,0.20822024,False,0,False
5299, IMG/right_2016_12_01_13_38_30_646.jpg,-0.25177976,False,0,False
5301, IMG/left_2016_12_01_13_38_30_746.jpg,0.20822024,False,0,False
5302, IMG/right_2016_12_01_13_38_30_746.jpg,-0.25177976,False,0,False
5303,IMG/center_2016_12_01_13_38_30_746.jpg,-0.02177976,False,0,False
5304, IMG/left_2016_12_01_13_38_30_847.jpg,0.17973717,False,0,False
5305, IMG/right_2016_12_01_13_38_30_847.jpg,-0.28026283,False,0,False
5308, IMG/right_2016_12_01_13_38_30_948.jpg,-0.28026283,False,0,False
5309,IMG/center_2016_12_01_13_38_30_948.jpg,-0.05026283,False,0,False
5312,IMG/center_2016_12_01_13_38_31_049.jpg,-0.04076847,False,0,False
5314, IMG/right_2016_12_01_13_38_31_152.jpg,-0.27076847000000004,False,0,False
5315,IMG/center_2016_12_01_13_38_31_152.jpg,-0.04076847,False,0,False
5316, IMG/left_2016_12_01_13_38_31_658.jpg,0.23,False,0,False
5318,IMG/center_2016_12_01_13_38_31_658.jpg,0.0,False,0,False
5320, IMG/right_2016_12_01_13_38_31_860.jpg,-0.23,False,0,False
5326, IMG/right_2016_12_01_13_38_32_669.jpg,-0.23,False,0,False
5330,IMG/center_2016_12_01_13_38_32_971.jpg,0.0,False,0,False
5332, IMG/right_2016_12_01_13_38_34_795.jpg,-0.21608276,False,0,False
5334, IMG/left_2016_12_01_13_38_34_894.jpg,0.3204655,False,0,False
5337, IMG/left_2016_12_01_13_38_34_995.jpg,0.4065823,False,0,False
5340, IMG/left_2016_12_01_13_38_35_096.jpg,0.49269910000000006,False,0,False
5342,IMG/center_2016_12_01_13_38_35_096.jpg,0.2626991,False,0,False
5343, IMG/left_2016_12_01_13_38_35_196.jpg,0.4065823,False,0,False
5344, IMG/right_2016_12_01_13_38_35_196.jpg,-0.05341770000000001,False,0,False
5348,IMG/center_2016_12_01_13_38_35_297.jpg,0.03305431,False,0,False
5350, IMG/right_2016_12_01_13_38_37_424.jpg,-0.23,False,0,False
5351,IMG/center_2016_12_01_13_38_37_424.jpg,0.0,False,0,False
5352, IMG/left_2016_12_01_13_38_37_525.jpg,0.7127753,False,0,False
5354,IMG/center_2016_12_01_13_38_37_525.jpg,0.48277529999999996,False,0,False
5355, IMG/left_2016_12_01_13_38_37_625.jpg,0.7223438,False,0,False
5356, IMG/right_2016_12_01_13_38_37_625.jpg,0.2623438,False,0,False
5357,IMG/center_2016_12_01_13_38_37_625.jpg,0.4923438,False,0,False
5358, IMG/left_2016_12_01_13_38_37_726.jpg,0.6840697,False,0,False
5360,IMG/center_2016_12_01_13_38_37_726.jpg,0.4540697,False,0,False
5361, IMG/left_2016_12_01_13_38_38_030.jpg,0.19872589000000002,False,0,False
5362, IMG/right_2016_12_01_13_38_38_030.jpg,-0.26127411,False,0,False
5363,IMG/center_2016_12_01_13_38_38_030.jpg,-0.03127411,False,0,False
5366,IMG/center_2016_12_01_13_38_38_132.jpg,-0.0787459,False,0,False
5367, IMG/left_2016_12_01_13_38_38_234.jpg,0.11327670000000002,False,0,False
5368, IMG/right_2016_12_01_13_38_38_234.jpg,-0.3467233,False,0,False
5369,IMG/center_2016_12_01_13_38_38_234.jpg,-0.11672329999999999,False,0,False
5371, IMG/right_2016_12_01_13_38_38_336.jpg,-0.3752064,False,0,False
5372,IMG/center_2016_12_01_13_38_38_336.jpg,-0.14520639999999999,False,0,False
